"timeStamp","URL","blogName","title","tags","body"
"2022-07-28 13:33:37 GMT","https://www.tumblr.com/blog/view/myanonymuniverse/691027540687667200","myanonymuniverse","","['verletzt', 'kaputt', 'depression', 'essen', 'essstörung', 'müde', 'gedanke des tages']","<p>Du denkst du hast es unter Kontrolle und dir macht es nichts aus. Aber den Kampf gegen das Essen, wirst du einfach nie gewinnen&hellip;</p>"
"2022-07-25 00:36:54 GMT","https://deinheilpraktiker.tumblr.com/post/690706883554738176","deinheilpraktiker","","['Hausmittel', 'Apfel_für_Anorexie', 'Appetitverlust', 'Ernährungsplan_zur_Genesung_von_Essstörungen', 'Essstörung', 'Hausmittel_gegen_magersucht', 'Magersucht', 'Magersucht_Behandlung']","<p class=""npf_link"" data-npf='{""type"":""link"",""url"":""https://dein-heilpraktiker.com/hausmittel-gegen-magersucht/?feed_id=32757&amp;_unique_id=62dde5a63c6ff"",""display_url"":""https://dein-heilpraktiker.com/hausmittel-gegen-magersucht/?feed_id=32757&amp;_unique_id=62dde5a63c6ff"",""title"":""&lrm;"",""description"":""Was ist Anorexie? Anorexie (Anorexia Nervosa) ist eine ernsthafte Erkrankung, die zu Problemen beim Essen f&uuml;hrt. Menschen mit Anorexie machen sich viele Gedanken dar&uuml;ber, wie ihr K&ouml;rper aussieht und wie viel sie wiegen. Sie vermeiden es zu essen, Abf&uuml;hrmittel zu nehmen oder verbringen viele Stunden Sport. Magersuchtpatienten k&ouml;nnen selbst an Hunger sterben. H&auml;ufige Ursachen von &amp;hellip;"",""poster"":[{""media_key"":""22edf9a551fc4630cabd2fa194b4f3e1:6f0141cb5541d8f4-34"",""type"":""image/jpeg"",""width"":300,""height"":250}]}'><a href=""https://dein-heilpraktiker.com/hausmittel-gegen-magersucht/?feed_id=32757&amp;_unique_id=62dde5a63c6ff"" target=""_blank"">&lrm;</a></p><p>Hausmittel gegen Magersucht -  <br><br>Was ist Anorexie?Anorexie (Anorexia Nervosa) ist eine ernsthafte Erkrankung, die zu Problemen beim Essen f&uuml;hrt.  Menschen mit Anorexie machen sich viele Gedanken dar&uuml;ber, wie ihr K&ouml;rper aussieht und wie viel sie wiegen.  Sie vermeiden es zu essen, Abf&uuml;hrmittel zu nehmen oder verbringen v... - #Apfel_f&uuml;r_Anorexie #Appetitverlust #Ern&auml;hrungsplan_zur_Genesung_von_Essst&ouml;rungen #Essst&ouml;rung #Hausmittel #Hausmittel_gegen_magersucht #Magersucht #Magersucht_Behandlung</p>"
"2022-07-25 00:35:34 GMT","https://deinheilpraktiker.tumblr.com/post/690706798940946432/hausmittel-gegen-magersucht","deinheilpraktiker","","['Apfel für Anorexie', 'Appetitverlust', 'Ernährungsplan zur Genesung von Essstörungen', 'Essstörung', 'Hausmittel', 'Hausmittel gegen magersucht', 'Magersucht', 'Magersucht Behandlung']","<h1>Hausmittel gegen Magersucht</h1><p><br></p><blockquote class=""npf_indented""><p>Was ist Anorexie?<br>Anorexie (Anorexia Nervosa) ist eine ernsthafte Erkrankung, die zu Problemen beim Essen f&uuml;hrt. Menschen mit Anorexie machen sich viele Gedanken dar&uuml;ber, wie ihr K&ouml;rper aussieht und wie viel sie wiegen. Sie vermeiden es zu essen, Abf&uuml;hrmittel zu nehmen oder verbringen viele Stunden Sport. Magersuchtpatienten k&ouml;nnen selbst an Hunger sterben.<br>H&auml;ufige Ursachen von Anorexie<br><br>Angst&hellip;</p></blockquote><p><br></p><div class=""npf_row""><figure class=""tmblr-full"" data-orig-height=""250"" data-orig-width=""300""><img src=""https://64.media.tumblr.com/22edf9a551fc4630cabd2fa194b4f3e1/6960faeb8d8ee49c-88/s640x960/07761f9053483d10e087aa649df43667625b2182.jpg"" data-orig-height=""250"" data-orig-width=""300""></figure></div><p><a href=""https://dein-heilpraktiker.com/hausmittel-gegen-magersucht/"">View On WordPress</a></p>"
"2022-07-17 19:26:50 GMT","https://www.tumblr.com/blog/view/veryinsecuregirl/690053196675268608","veryinsecuregirl","","['magersucht', 'essstörung', 'depressive', 'depression', 'essstoerung', 'anorexie', 'anorexia', 'depressiv', 'depressing quotes']","<p>Manchmal scheint alles gut zu sein und dann kommt der gro&szlig;e Knall.</p>"
"2022-07-09 17:30:52 GMT","https://www.tumblr.com/blog/view/andergrenze/689321124467785728","andergrenze","","['borderline personality disorder', 'borderline', 'anorexik', 'bulimie', 'essstörung', 'eating disorder', 'depression', 'angst', 'kptbs', 'trauma', 'psychiatrie', 'selbstverletzten', 'selbstwertgefühl', 'hope', 'therapie', 'hoffnung']","<p>Ich glaube, ich sollte an dieser L&auml;hmung festhalten </p><p>Denn t&auml;te ich es nicht </p><p>So w&uuml;rde es das Ende vom Anfang bedeuten</p><p>Der sich zumindest wie so einer anf&uuml;hlte </p><p>In der Hoffnung nicht get&auml;uscht worden zu sein</p><p>Von falschen emotionalen Dingen </p><p>Schreibe ich mit letzter Kraft nieder </p><p>Bis meine H&auml;nde schlafen </p><p>Und ich sie schlafen lasse </p><p>Und eben nicht verletze </p>"
"2022-06-30 16:19:56 GMT","https://www.tumblr.com/blog/view/andergrenze/688501289055846400","andergrenze","","['borderline personality disorder', 'borderline', 'anorexik', 'bulimie', 'essstörung', 'eating disorder', 'selbstverletzten', 'self harrrm', 'selbstwertgefühl', 'hope', 'kptbs', 'kämpferin', 'depression', 'trauma', 'psychiatrie', 'therapie', 'my text', 'gedicht']","<p>Der Virus </p><p><br></p><p>Es durchfegt mich wie ein eiskalter Tornado</p><p>Vor mir b&auml;umt sich eine Wand aus Milliarden Viren empor und rast auf mich in Lichtgeschwindigkeit zu </p><p>Nicht mal ein wimpernschlag ist m&ouml;glich Ehe mich das Unget&uuml;m auf meiner Flucht einholt</p><p>Dann dringt es in mich, in jede einzelne Zelle und bringt mir fiebersch&uuml;be der Angst </p><p>Die Viren vernichten all das gute, all das gelernte, sie Schwemmen und peitschen es aus mit aller Gewalt </p><p>Nicht mal ein wimpernschlag</p><p>Und mein K&ouml;rper ist besetzt und angesteckt vom gef&auml;hrlichsten Virus der Welt :</p><p>Meiner Vergangenheit </p>"
"2022-05-16 19:46:39 GMT","https://www.tumblr.com/blog/view/thetruthbehindmynightmares/684437431659937793","thetruthbehindmynightmares","","['essstoerung', 'nachdenken', 'gedanken', 'essen', 'essstörung', 'bulimie', 'magersucht', 'ana', 'mia', 'ana thoughts', 'depressiv', 'gefühle', 'alleine', 'schmerz', 'schmerzen', 'gedankenkarussell', 'aufgeben', 'ich kann nicht mehr', 'ich will nicht mehr', 'angst', 'abnehmen', 'fasten', 'depri', 'schlaflos', 'ed', 'anorexia', 'anorexic', 'magersüchtig']","<h2>Ich will fasten. Ich will hungern. Ich will so lange nichts essen, bis es weh tut. Ich muss leiden. Ich muss mich bestrafen. Ich muss endlich wieder die Kurve kriegen. Meine Freundin, die Essst&ouml;rung. Schon lange ist sie mein Begleiter. Sie war verschwunden, war verborgen in den Tiefen meiner Seele. Trotzdem war sie immer da. Jetzt muss sie zur&uuml;ck kommen. Mit voller Wucht. Sie muss einschlagen wie ein Blitz. Sie muss Spuren hinterlassen. Tiefer als je zuvor. Wir sind vereint und verbunden. Hand in Hand, wie beste Freunde. Sie hat mich nie entt&auml;uscht und war immer da. Sie ist mein Anker. Mein Fels in der Brandung. Sie ist alles. </h2>"
"2022-05-02 20:25:57 GMT","https://xthatsxme.tumblr.com/post/683171546633830400/obwohl-ich-mit-der-essst%C3%B6rung-schon-am-abgrund","xthatsxme","","['darf nicht essen', 'nicht mehr essen', 'nichts essen', 'essstörung', 'essst?rung', 'anorexie', 'anorexia', 'anorexik', 'ed', 'eating disorder', 'bulimie', 'bulimic', 'bulimia', 'anti depressiva', 'depressiva', 'depressiv', 'borderline problems', 'depression', 'borderline pd', 'eating disorder thoughts', 'eating disoder things', 'magersucht', 'not pro ana', 'eating disorder problems', 'eating didorder', 'no eating', 'depressive', 'depressed']","<h2>Obwohl ich mit der Essst&ouml;rung schon am Abgrund stand, schon einmal die Entscheidung zwischen leben und sterben treffen musste, kann ich sie nicht komplett loslassen und sehne mich nach der Zeit, wo ich d&uuml;nn war und mein Magen knurrte. </h2>"
"2022-04-23 19:47:46 GMT","https://www.tumblr.com/blog/view/andergrenze/682353771885576192","andergrenze","","['suizidgedanken', 'essstörung', 'borderline personality disorder', 'borderline', 'anorexik', 'selbstverletzendes verhalten', 'ptbs', 'tränen', 'hoffnung', 'kptbs', 'eating disorder', 'depression', 'Own text', 'my text', 'poesie', 'gedicht']","<p>Chronifiziert </p><p>Auf jeder Br&uuml;cke der du stehst, mit dem Abgas der dreckigen LKWs in der Nase </p><p>An jedem Fenster an dem du lehnst und die kalte Nachtluft dich verf&uuml;hrt </p><p>An jedem Blut an dem die Erinnerung klebt es k&ouml;nnte noch mehr sein </p><p>An jedem Gedanke, vom Stuhl zu sinken und zu sp&uuml;ren, wie dein Herz m&uuml;de wird&hellip;</p><p>&hellip; will es sich schlafen legen </p>"
"2022-04-23 18:19:59 GMT","https://www.tumblr.com/blog/view/xhaisekaneki1411x/682348248864800768","xhaisekaneki1411x","","['essstörungsgedanken', 'essstörung']","<p class=""npf_quote"">Wieso kann ich nicht wie jeder andere Mensch mich freuen oder es genie&szlig;en. Nein, stattdessen schau ich das Essen an und k&ouml;nnte heulen, weil ich wieder essen muss.</p>"
"2022-04-19 15:40:40 GMT","https://worte-mitohne-sinn.tumblr.com/post/681975836928360449/ich-will-meinen-k%C3%B6rper-gerade-einfach-nicht-mehr","worte-mitohne-sinn","Ich will meinen Körper gerade einfach nicht mehr fühlen.","['körper', 'selbsthass', 'essstörung', 'ed', 'fat', 'ugly', 'unwohl', 'selfhate', 'not okay', 'eating', 'borderline']",""
"2022-04-09 22:45:26 GMT","https://www.tumblr.com/blog/view/lifee-is-a-melody/681096591983198208","lifee-is-a-melody","","['lifee-is-a-melody', 'essstörung', 'bulimie', 'bulimia', 'scham', 'gefühle', 'unsicherheit', 'eating disorder', 'kotzen', 'essattacke', 'ich will sterben', 'alles sinnlos', 'borderline persönlichkeitsstörung', 'emotional instabile persönlichkeitsstörung', 'selbsthass', 'ich kann nicht mehr', 'alleine mit gedanken', 'ed', 'ich darf nicht essen', 'binge', 'lebensmüde', 'suizidgedanken', 'geborgenheit', 'ess brech sucht', 'bulimic', 'ich hasse mein leben', 'borderline personality disorder', 'schmerz']","<p>Ich bin bei Freunden. Es ist sch&ouml;n aber trotzdem so schwer, obwohl sie mir helfen und mir wirklich Halt und Geborgenheit geben. </p><p>Die Essst&ouml;rung ist dennoch sehr stark, ich will schon seit gestern endlich ne Essattacke haben, weil ich so Hei&szlig;hunger hab und einfach stopfen und kotzen will. </p><p>Ich sch&auml;me mich eh schon so sehr zu essen und dann kommt ein un&uuml;berdachter Kommentar zu einem bestimmten Lebensmittel. Es war nicht b&ouml;se gemeint, des wei&szlig; ich. Aber es tat extrem weh und war mir sehr peinlich und unangenehm. </p><p>Ich bin jetzt sehr sehr angespannt und hab echt Druck. Ich hab den SV Druck vorhin etwas wegschieben k&ouml;nnen. Jetzt ist er wieder pr&auml;sent wir am Anfang. Und ich will irgendwie nicht schon wieder dagegen k&auml;mpfen m&uuml;ssen. </p><p>F&uuml;r mich ist essen eben kein normales Thema und mit sehr viel Scham und Unsicherheit behaftet. Da kann ein einziger Kommentar alles nieder machen und sehr negative Gef&uuml;hle und Gedanken ausl&ouml;sen. </p><p>Wei&szlig; nicht, ob sowas nachvollziehbar ist...</p><p><br></p><p>10.04.22</p><p><a class=""tumblelog"" href=""https://tmblr.co/M6nGXo6k0EjKwSaMeCSocdg"">@lifee-is-a-melody</a> </p>"
"2022-04-05 19:00:25 GMT","https://sterblicheseele.tumblr.com/post/680720046669086720/das-mit-dem-essen-bzw-nicht-essen-mit-der","sterblicheseele","","['Suizid', 'Selbstmord', 'Depressionen', 'Depri', 'essstörung', 'esssgestört', 'anorexi', 'Magersucht']","<p>Das mit dem Essen bzw nicht Essen, mit der Essst&ouml;rung hat mir geholfen, hat mit abgelenkt und mich von meinen Suizid Gedanken befreit. Eine gute Zeit lang. Dann kommt der Punkt, wo man wieder frisst, als g&auml;be es kein morgen, wei&szlig;, dass man wieder lernen muss normal zu essen, um gesund zu werden, und siehe da, Selbstmordgedanken wieder am Start, die die letzten Wochen so weit weg waren. Also m&ouml;chte ich die Essst&ouml;rung nicht gehen lassen und mich noch tiefer reinfallen lassen. </p>"
"2022-04-01 15:50:23 GMT","https://gedankensturm-m.tumblr.com/post/680345703133921280/just-random-thoughts-ich-glaube-ich-bin-langsam","gedankensturm-m","","['ana', 'pro ana', 'anorexia', 'Essstörung', 'eatingdisoder', 'es', 'thought', 'fucked up']","<p>*just random thoughts*</p><p><br></p><p>Ich glaube ich bin langsam wirklich an dem Punkt angekommen, an dem ich ohne Hilfe nicht mehr aus meinem Essverhalten raus komme&hellip; </p><p>Kalorienz&auml;hlen, wenn m&ouml;glich nicht &uuml;ber 250kcal kommen (alles andere f&uuml;hlt sich falsch an), jeden Tag Abf&uuml;hrmittel nehmen, manche Tage die Kontrolle &uuml;ber das Essen verlieren und dann noch mehr Abf&uuml;hrmittel nehmen, Regel schon seit Dezember ausgeblieben. Meine Gedanken drehen sich gr&ouml;&szlig;tenteils nur noch ums Essen/ nichts essen und um Bewegung. Ich liege abends im Bett und will schlafen und denke dar&uuml;ber nach unbedingt nochmal raus gehen zu m&uuml;ssen. Mein K&ouml;rper hat gar keine Kraft und Motivation mich durch den Tag zu bringen. Jeder Schritt ist ein Kampf. Die Wage bestimmt meine Stimmung&hellip;. Ich habe keinen Bock mehr auf die ganze Schei&szlig;e. Ich m&ouml;chte, dass es wieder normal ist. Aber irgendwie gef&auml;llt es mir zur Zeit noch viel zu sehr um diese Schei&szlig;e einfach hinter mir zu lassen. Ich genie&szlig;e das leicht diesige Gef&uuml;hl im Kopf, das Drehen beim Aufstehen aber am meisten das Abnehmen. Ich m&ouml;chte noch so gerne ins Untergewicht kommen. Das sind nur noch ein paar Kilo, das w&auml;re schnell geschafft. Obwohl, die letzten Tage habe ich wieder etwas zugenommen, obwohl ich kaum (unter100/200kcal) gegessen habe und das stresst dann wieder richtig. Au&szlig;erdem was w&uuml;rden die 3-4kg weniger auf der Wage mit mir machen? Wahrscheinlich nichts? Ich w&uuml;rde eh wieder denken: da geht noch mehr! Aber ich will auch gerne vor der Klinik noch &bdquo;so viel wie m&ouml;glich&ldquo; abnehmen, weil die mich dort bestimmt sowieso wieder fett m&auml;sten werden&hellip;. Es ist alles ziemlich verr&uuml;ckt in meinem schei&szlig; kopf grade&hellip;.</p>"
"2022-03-22 12:45:10 GMT","https://deinheilpraktiker.tumblr.com/post/679428081155457024/das-essst%C3%B6rungs-kontinuum-der-essst%C3%B6rung","deinheilpraktiker","","['das', 'Der', 'Essstörung', 'EssstörungsKontinuum']","<h1>Das Essst&ouml;rungs-Kontinuum der Essst&ouml;rung</h1><p>Das Essst&ouml;rungs-Kontinuum der&nbsp;Essst&ouml;rung</p><blockquote class=""npf_indented""><p>TW: Ausf&uuml;hrliche Diskussion &uuml;ber Essst&ouml;rungen und gest&ouml;rtes Essverhalten<br>F&uuml;r manche Menschen f&uuml;hlt sich die Bedeutung hinter dem Begriff Essst&ouml;rung weit entfernt und schwer zu verstehen an. F&uuml;r andere kann der Begriff schwierige Gef&uuml;hle hervorrufen oder sich zutiefst ausl&ouml;send anf&uuml;hlen.<br>Die Forschung sch&auml;tzt, dass so viele wie drei von vier Menschen haben ein gest&ouml;rtes Essverhalten. Tats&auml;chlich&hellip;</p></blockquote><p><br></p><div class=""npf_row""><figure class=""tmblr-full"" data-orig-height=""400"" data-orig-width=""600""><img src=""https://64.media.tumblr.com/8a0482237cd21772f6bf15e84c8057c1/0333cf3ff42ce1b1-cd/s640x960/f7cbf67c8c04a4e6719d36977865fde13a9c87e7.jpg"" data-orig-height=""400"" data-orig-width=""600""></figure></div><p><a href=""https://mein-fitness.net/das-essstoerungs-kontinuum-der-essstoerung/"">View On WordPress</a></p>"
"2022-03-19 12:05:44 GMT","https://www.tumblr.com/blog/view/veryinsecuregirl/679153808609312768","veryinsecuregirl","","['magersucht', 'essstörung', 'depression', 'depressive', 'anorexie', 'ptbs', 'living with borderline']","<p>Zwischen emotional abgestumpft und von Gef&uuml;hlen &uuml;berrollt.</p>"
"2022-03-13 21:26:24 GMT","https://www.tumblr.com/blog/view/perdu-espoir/678645501050191873","perdu-espoir","","['essstörung', 'allein', 'trauma', 'missbrauch', 'nicht genug', 'nicht gewusst', 'Unwissenheit', 'strafe', 'Erwachsene handeln']","<p class=""npf_chat"">Unwissenheit sch&uuml;tzt vor Strafe nicht! </p>"
"2022-02-15 10:37:51 GMT","https://www.tumblr.com/blog/view/xhaisekaneki1411x/676249176479334400","xhaisekaneki1411x","","['essstörungsgedanken', 'essstörung']","<p class=""npf_quote"">Ich wei&szlig; einfach nicht mehr, was ich noch tun soll. Es f&uuml;hlt sich an, als w&uuml;rde der ganze schei&szlig; wieder von vorne anfangen.</p>"
"2022-02-11 11:49:48 GMT","https://bearerofsecrets.tumblr.com/post/675891315411730432/yup-drei-tage-sp%C3%A4ter-und-ich-hasse-mich-immer","bearerofsecrets","","['persönlich', 'tw', 'selbstverletzendes Verhalten', 'Essstörung']","<p>yup, drei Tage sp&auml;ter und ich hasse mich immer noch selbst.</p><p>ja, geil... </p><p>find ich echt super sowas. knallt einem nach drei Sitzungen an den Kopp, dass man angeblich ne Pers&ouml;nlichkeitsst&ouml;rung hat, weil man mal ne Essst&ouml;rung und selbstverletzendes Verhalten hatte &#128580;&#129318;</p><p>ist beides zur Zeit nicht der Fall, komme mit dem Gedanken/Bed&uuml;rfnis damit gut klar, aber neiin. Das ist mal vorgekommen, deswegen ist das jetzt absolut ein Symptom einer Pers&ouml;nlichkeitsst&ouml;rung. Weil nie ne Person mit Depressionen sich mal selbst verletzt odet Suchtverhalten gezeigt hat &#129318;</p><p>und ich darf dann hier sitzen mit der Idee, dass ich irreparable besch&auml;digt bin. Vielen Dank auch, fucking Arschloch. (is n bisschen krass, aber ich l&ouml;sch das jetzt nicht. find ich schei&szlig;e von ihm) </p><p>und dann die Rechtfertigung, dass auch andere ne Pers&ouml;nlichkeitsst&ouml;rung so schnell diagnostizieren w&uuml;rden. Ja, das macht es nicht besser! Du kennst mich nicht, Junge. Wir haben nicht mal 3 Stunden miteinander gesprochen, und du bist jetzt, nach 130 Minuten, der Meinung zu wissen, dass es bei mir tiefgreifende, strukturelle St&ouml;rungen gibt. the fuck??</p><p>und nur weil das andere auch machen w&uuml;rden, hei&szlig;t das nicht, dass es richtig ist! Tats&auml;chlich finde ich es besorgniserregend, wenn es noch mehr ""Professionelle"" gibt, die genau die gleiche krude Idee haben.</p><p>Sorry, aber nach drei Sitzungen kann man keine Pers&ouml;nlichkeitsst&ouml;rung diagnostizieren. Vor allem (!) nur an den Anhaltspunkten von ner Essst&ouml;rung und vergangenem selbstverletzendem Verhalten. Ich bitte dich!</p><p>naja, is halt n Idiot.</p><p>Hab dann aber auch keine Lust bei dem ne Langzeittherapie zu machen. Zum Gl&uuml;ck hat er schon vorgeschlagen, dass wir das dann vll nicht machen, dann geh ich da jetzt die Stunden hin, die in der Akutpsychotherapie anfallen, und dann is gut.</p><p>Ob ich das dann irgenwie gut rechtfertigen kann, wei&szlig; ich nicht. Zur Not sage ich ihm halt einfach, dass mich das Ablehnen von m&ouml;glichen Versicherungen etc abschreckt und, (wenn ich mich traue) dass ich sowas wie Pers&ouml;nlichkeitsst&ouml;rung auch einfach nicht in meiner Akte stehen haben will.</p><p>Und danach lasse ich das mit Therapeutensuche. Hab ich jetzt gar keinen Bock drauf. Dann wurschtel ich mich halt irgendwie durch und hoffe aufs Beste ha &#128556;ha &#128556; ha &#128556;</p><p>Ne, aber im Ernst. Bei mir sind jetzt einfach grad die Mauern oben, ist jetzt vll kacke, gerade weils die Beziehung zu nem Therapeuten anspannt und Therapiegespr&auml;che schwierig bis unm&ouml;glich macht. Aber ich hab halt einfach echt keinen Bock dadrauf.</p><p>Sag dem eine, kleine Sache und der macht sowas draus. Nee danke.</p><p>Genau wie mit der Essst&ouml;rung. Ich hatte die mal vor drei Jahren, er hat mal auf der Station f&uuml;r Essst&ouml;rungen gearbeitet und sieht dann sofort rot.</p><p>Ja, bitch, nur weil ich d&uuml;nn bin, hei&szlig;t das nicht, dass ich gef&auml;hrdet bin. Ich esse ordentlich, ich hab keinerlei Gedanken daran abzunehmen oder Kalorien zu z&auml;hlen oder was auch immer. Der ganze schei&szlig; aus der Essst&ouml;rung ist einfach nicht vorhanden. Und nur weil ich d&uuml;nn bin, hei&szlig;t das nicht, dass ich in lEbEnSgEfAhR schwebe.</p><p>Mein K&ouml;rper bekommt genug N&auml;hrstoffe. Ich hungere mich nicht runter. Es ist alles gut, reg dich ab, Mann &#128580;&#129318;</p><p>Vollidiot</p>"
"2022-02-08 13:41:03 GMT","https://www.tumblr.com/blog/view/allxmyxsecrets/675626524543778816","allxmyxsecrets","","['einsam', 'Depressionen', 'Essstörung', 'alone']","<p>Ich mag es alleine zu sein, aber hasse das Gef&uuml;hl von Einsamkeit...</p>"
