,timeStamp,URL,blogName,title,tags,body
16,2022-05-16 19:46:39 GMT,https://www.tumblr.com/blog/view/thetruthbehindmynightmares/684437431659937793,thetruthbehindmynightmares,,"['essstoerung', 'nachdenken', 'gedanken', 'essen', 'essstörung', 'bulimie', 'magersucht', 'ana', 'mia', 'ana thoughts', 'depressiv', 'gefühle', 'alleine', 'schmerz', 'schmerzen', 'gedankenkarussell', 'aufgeben', 'ich kann nicht mehr', 'ich will nicht mehr', 'angst', 'abnehmen', 'fasten', 'depri', 'schlaflos', 'ed', 'anorexia', 'anorexic', 'magersüchtig']","Ich will fasten. Ich will hungern. Ich will so lange nichts essen, bis es weh tut. Ich muss leiden. Ich muss mich bestrafen. Ich muss endlich wieder die Kurve kriegen. Meine Freundin, die Essstörung. Schon lange ist sie mein Begleiter. Sie war verschwunden, war verborgen in den Tiefen meiner Seele. Trotzdem war sie immer da. Jetzt muss sie zurück kommen. Mit voller Wucht. Sie muss einschlagen wie ein Blitz. Sie muss Spuren hinterlassen. Tiefer als je zuvor. Wir sind vereint und verbunden. Hand in Hand, wie beste Freunde. Sie hat mich nie enttäuscht und war immer da. Sie ist mein Anker. Mein Fels in der Brandung. Sie ist alles. "
17,2022-05-02 20:25:57 GMT,https://xthatsxme.tumblr.com/post/683171546633830400/obwohl-ich-mit-der-essst%C3%B6rung-schon-am-abgrund,xthatsxme,,"['darf nicht essen', 'nicht mehr essen', 'nichts essen', 'essstörung', 'essst?rung', 'anorexie', 'anorexia', 'anorexik', 'ed', 'eating disorder', 'bulimie', 'bulimic', 'bulimia', 'anti depressiva', 'depressiva', 'depressiv', 'borderline problems', 'depression', 'borderline pd', 'eating disorder thoughts', 'eating disoder things', 'magersucht', 'not pro ana', 'eating disorder problems', 'eating didorder', 'no eating', 'depressive', 'depressed']","Obwohl ich mit der Essstörung schon am Abgrund stand, schon einmal die Entscheidung zwischen leben und sterben treffen musste, kann ich sie nicht komplett loslassen und sehne mich nach der Zeit, wo ich dünn war und mein Magen knurrte. "
18,2022-04-23 19:47:46 GMT,https://www.tumblr.com/blog/view/andergrenze/682353771885576192,andergrenze,,"['suizidgedanken', 'essstörung', 'borderline personality disorder', 'borderline', 'anorexik', 'selbstverletzendes verhalten', 'ptbs', 'tränen', 'hoffnung', 'kptbs', 'eating disorder', 'depression', 'Own text', 'my text', 'poesie', 'gedicht']","Chronifiziert Auf jeder Brücke der du stehst, mit dem Abgas der dreckigen LKWs in der Nase An jedem Fenster an dem du lehnst und die kalte Nachtluft dich verführt An jedem Blut an dem die Erinnerung klebt es könnte noch mehr sein An jedem Gedanke, vom Stuhl zu sinken und zu spüren, wie dein Herz müde wird…… will es sich schlafen legen "
19,2022-04-23 18:19:59 GMT,https://www.tumblr.com/blog/view/xhaisekaneki1411x/682348248864800768,xhaisekaneki1411x,,"['essstörungsgedanken', 'essstörung']","Wieso kann ich nicht wie jeder andere Mensch mich freuen oder es genießen. Nein, stattdessen schau ich das Essen an und könnte heulen, weil ich wieder essen muss."
20,2022-04-19 15:40:40 GMT,https://worte-mitohne-sinn.tumblr.com/post/681975836928360449/ich-will-meinen-k%C3%B6rper-gerade-einfach-nicht-mehr,worte-mitohne-sinn,Ich will meinen Körper gerade einfach nicht mehr fühlen.,"['körper', 'selbsthass', 'essstörung', 'ed', 'fat', 'ugly', 'unwohl', 'selfhate', 'not okay', 'eating', 'borderline']","Ich bin bei Freunden. Es ist schön aber trotzdem so schwer, obwohl sie mir helfen und mir wirklich Halt und Geborgenheit geben. Die Essstörung ist dennoch sehr stark, ich will schon seit gestern endlich ne Essattacke haben, weil ich so Heißhunger hab und einfach stopfen und kotzen will. Ich schäme mich eh schon so sehr zu essen und dann kommt ein unüberdachter Kommentar zu einem bestimmten Lebensmittel. Es war nicht böse gemeint, des weiß ich. Aber es tat extrem weh und war mir sehr peinlich und unangenehm. Ich bin jetzt sehr sehr angespannt und hab echt Druck. Ich hab den SV Druck vorhin etwas wegschieben können. Jetzt ist er wieder präsent wir am Anfang. Und ich will irgendwie nicht schon wieder dagegen kämpfen müssen. Für mich ist essen eben kein normales Thema und mit sehr viel Scham und Unsicherheit behaftet. Da kann ein einziger Kommentar alles nieder machen und sehr negative Gefühle und Gedanken auslösen. Weiß nicht, ob sowas nachvollziehbar ist...10.04.22@lifee-is-a-melody "
21,2022-04-09 22:45:26 GMT,https://www.tumblr.com/blog/view/lifee-is-a-melody/681096591983198208,lifee-is-a-melody,,"['lifee-is-a-melody', 'essstörung', 'bulimie', 'bulimia', 'scham', 'gefühle', 'unsicherheit', 'eating disorder', 'kotzen', 'essattacke', 'ich will sterben', 'alles sinnlos', 'borderline persönlichkeitsstörung', 'emotional instabile persönlichkeitsstörung', 'selbsthass', 'ich kann nicht mehr', 'alleine mit gedanken', 'ed', 'ich darf nicht essen', 'binge', 'lebensmüde', 'suizidgedanken', 'geborgenheit', 'ess brech sucht', 'bulimic', 'ich hasse mein leben', 'borderline personality disorder', 'schmerz']","Das mit dem Essen bzw nicht Essen, mit der Essstörung hat mir geholfen, hat mit abgelenkt und mich von meinen Suizid Gedanken befreit. Eine gute Zeit lang. Dann kommt der Punkt, wo man wieder frisst, als gäbe es kein morgen, weiß, dass man wieder lernen muss normal zu essen, um gesund zu werden, und siehe da, Selbstmordgedanken wieder am Start, die die letzten Wochen so weit weg waren. Also möchte ich die Essstörung nicht gehen lassen und mich noch tiefer reinfallen lassen. "
22,2022-04-05 19:00:25 GMT,https://sterblicheseele.tumblr.com/post/680720046669086720/das-mit-dem-essen-bzw-nicht-essen-mit-der,sterblicheseele,,"['Suizid', 'Selbstmord', 'Depressionen', 'Depri', 'essstörung', 'esssgestört', 'anorexi', 'Magersucht']","*just random thoughts*Ich glaube ich bin langsam wirklich an dem Punkt angekommen, an dem ich ohne Hilfe nicht mehr aus meinem Essverhalten raus komme… Kalorienzählen, wenn möglich nicht über 250kcal kommen (alles andere fühlt sich falsch an), jeden Tag Abführmittel nehmen, manche Tage die Kontrolle über das Essen verlieren und dann noch mehr Abführmittel nehmen, Regel schon seit Dezember ausgeblieben. Meine Gedanken drehen sich größtenteils nur noch ums Essen/ nichts essen und um Bewegung. Ich liege abends im Bett und will schlafen und denke darüber nach unbedingt nochmal raus gehen zu müssen. Mein Körper hat gar keine Kraft und Motivation mich durch den Tag zu bringen. Jeder Schritt ist ein Kampf. Die Wage bestimmt meine Stimmung…. Ich habe keinen Bock mehr auf die ganze Scheiße. Ich möchte, dass es wieder normal ist. Aber irgendwie gefällt es mir zur Zeit noch viel zu sehr um diese Scheiße einfach hinter mir zu lassen. Ich genieße das leicht diesige Gefühl im Kopf, das Drehen beim Aufstehen aber am meisten das Abnehmen. Ich möchte noch so gerne ins Untergewicht kommen. Das sind nur noch ein paar Kilo, das wäre schnell geschafft. Obwohl, die letzten Tage habe ich wieder etwas zugenommen, obwohl ich kaum (unter100/200kcal) gegessen habe und das stresst dann wieder richtig. Außerdem was würden die 3-4kg weniger auf der Wage mit mir machen? Wahrscheinlich nichts? Ich würde eh wieder denken: da geht noch mehr! Aber ich will auch gerne vor der Klinik noch „so viel wie möglich“ abnehmen, weil die mich dort bestimmt sowieso wieder fett mästen werden…. Es ist alles ziemlich verrückt in meinem scheiß kopf grade…."
23,2022-04-01 15:50:23 GMT,https://gedankensturm-m.tumblr.com/post/680345703133921280/just-random-thoughts-ich-glaube-ich-bin-langsam,gedankensturm-m,,"['ana', 'pro ana', 'anorexia', 'Essstörung', 'eatingdisoder', 'es', 'thought', 'fucked up']","Das Essstörungs-Kontinuum der EssstörungDas Essstörungs-Kontinuum der EssstörungTW: Ausführliche Diskussion über Essstörungen und gestörtes EssverhaltenFür manche Menschen fühlt sich die Bedeutung hinter dem Begriff Essstörung weit entfernt und schwer zu verstehen an. Für andere kann der Begriff schwierige Gefühle hervorrufen oder sich zutiefst auslösend anfühlen.Die Forschung schätzt, dass so viele wie drei von vier Menschen haben ein gestörtes Essverhalten. Tatsächlich…View On WordPress"
24,2022-03-22 12:45:10 GMT,https://deinheilpraktiker.tumblr.com/post/679428081155457024/das-essst%C3%B6rungs-kontinuum-der-essst%C3%B6rung,deinheilpraktiker,,"['das', 'Der', 'Essstörung', 'EssstörungsKontinuum']",Zwischen emotional abgestumpft und von Gefühlen überrollt.
25,2022-03-19 12:05:44 GMT,https://www.tumblr.com/blog/view/veryinsecuregirl/679153808609312768,veryinsecuregirl,,"['magersucht', 'essstörung', 'depression', 'depressive', 'anorexie', 'ptbs', 'living with borderline']",Unwissenheit schützt vor Strafe nicht! 
26,2022-03-13 21:26:24 GMT,https://www.tumblr.com/blog/view/perdu-espoir/678645501050191873,perdu-espoir,,"['essstörung', 'allein', 'trauma', 'missbrauch', 'nicht genug', 'nicht gewusst', 'Unwissenheit', 'strafe', 'Erwachsene handeln']","Ich weiß einfach nicht mehr, was ich noch tun soll. Es fühlt sich an, als würde der ganze scheiß wieder von vorne anfangen."
27,2022-02-15 10:37:51 GMT,https://www.tumblr.com/blog/view/xhaisekaneki1411x/676249176479334400,xhaisekaneki1411x,,"['essstörungsgedanken', 'essstörung']","yup, drei Tage später und ich hasse mich immer noch selbst.ja, geil... find ich echt super sowas. knallt einem nach drei Sitzungen an den Kopp, dass man angeblich ne Persönlichkeitsstörung hat, weil man mal ne Essstörung und selbstverletzendes Verhalten hatte 🙄🤦ist beides zur Zeit nicht der Fall, komme mit dem Gedanken/Bedürfnis damit gut klar, aber neiin. Das ist mal vorgekommen, deswegen ist das jetzt absolut ein Symptom einer Persönlichkeitsstörung. Weil nie ne Person mit Depressionen sich mal selbst verletzt odet Suchtverhalten gezeigt hat 🤦und ich darf dann hier sitzen mit der Idee, dass ich irreparable beschädigt bin. Vielen Dank auch, fucking Arschloch. (is n bisschen krass, aber ich lösch das jetzt nicht. find ich scheiße von ihm) und dann die Rechtfertigung, dass auch andere ne Persönlichkeitsstörung so schnell diagnostizieren würden. Ja, das macht es nicht besser! Du kennst mich nicht, Junge. Wir haben nicht mal 3 Stunden miteinander gesprochen, und du bist jetzt, nach 130 Minuten, der Meinung zu wissen, dass es bei mir tiefgreifende, strukturelle Störungen gibt. the fuck??und nur weil das andere auch machen würden, heißt das nicht, dass es richtig ist! Tatsächlich finde ich es besorgniserregend, wenn es noch mehr ""Professionelle"" gibt, die genau die gleiche krude Idee haben.Sorry, aber nach drei Sitzungen kann man keine Persönlichkeitsstörung diagnostizieren. Vor allem (!) nur an den Anhaltspunkten von ner Essstörung und vergangenem selbstverletzendem Verhalten. Ich bitte dich!naja, is halt n Idiot.Hab dann aber auch keine Lust bei dem ne Langzeittherapie zu machen. Zum Glück hat er schon vorgeschlagen, dass wir das dann vll nicht machen, dann geh ich da jetzt die Stunden hin, die in der Akutpsychotherapie anfallen, und dann is gut.Ob ich das dann irgenwie gut rechtfertigen kann, weiß ich nicht. Zur Not sage ich ihm halt einfach, dass mich das Ablehnen von möglichen Versicherungen etc abschreckt und, (wenn ich mich traue) dass ich sowas wie Persönlichkeitsstörung auch einfach nicht in meiner Akte stehen haben will.Und danach lasse ich das mit Therapeutensuche. Hab ich jetzt gar keinen Bock drauf. Dann wurschtel ich mich halt irgendwie durch und hoffe aufs Beste ha 😬ha 😬 ha 😬Ne, aber im Ernst. Bei mir sind jetzt einfach grad die Mauern oben, ist jetzt vll kacke, gerade weils die Beziehung zu nem Therapeuten anspannt und Therapiegespräche schwierig bis unmöglich macht. Aber ich hab halt einfach echt keinen Bock dadrauf.Sag dem eine, kleine Sache und der macht sowas draus. Nee danke.Genau wie mit der Essstörung. Ich hatte die mal vor drei Jahren, er hat mal auf der Station für Essstörungen gearbeitet und sieht dann sofort rot.Ja, bitch, nur weil ich dünn bin, heißt das nicht, dass ich gefährdet bin. Ich esse ordentlich, ich hab keinerlei Gedanken daran abzunehmen oder Kalorien zu zählen oder was auch immer. Der ganze scheiß aus der Essstörung ist einfach nicht vorhanden. Und nur weil ich dünn bin, heißt das nicht, dass ich in lEbEnSgEfAhR schwebe.Mein Körper bekommt genug Nährstoffe. Ich hungere mich nicht runter. Es ist alles gut, reg dich ab, Mann 🙄🤦Vollidiot"
28,2022-02-11 11:49:48 GMT,https://bearerofsecrets.tumblr.com/post/675891315411730432/yup-drei-tage-sp%C3%A4ter-und-ich-hasse-mich-immer,bearerofsecrets,,"['persönlich', 'tw', 'selbstverletzendes Verhalten', 'Essstörung']","Ich mag es alleine zu sein, aber hasse das Gefühl von Einsamkeit..."
29,2022-02-08 13:41:03 GMT,https://www.tumblr.com/blog/view/allxmyxsecrets/675626524543778816,allxmyxsecrets,,"['einsam', 'Depressionen', 'Essstörung', 'alone']","4. Februar, 2022Wie lange ist der letzte Gedankenpost her? Ich habe keine Ahnung. Es ist so sauviel passiert. Nicht nur, dass ich älter geworden bin, über die 18 hinaus, älter als erwartet, aber auch, dass ich mir habe helfen lassen und vor einem Jahr eigentlich die Therapie nach 4(?) Jahren dann abgeschlossen hätte und freier aus ihr hervorgegangen wäre. Sicherer. Lebensbejahender. Dann der tiefste Fall meines Lebens. Eins meiner Elternteile ist sehr plötzlich verstorben. So plötzlich, dass ein Abschied nicht möglich war. Die Welt ist seitdem anders und ich frage mich oft, was mich in ihr hält und denke, ich sollte nicht mehr allzu viel denken - das hat mich noch nie weitergebracht. Es ist eigentlich nur ein „aushalten“ bis wieder bessere Zeiten kommen, alles möglichst schadenarm überstehen und ich sage absichtlich schadenarm, weil es natürlich Rückfälle gegeben hat. Wie denn auch nicht? War ja ursprünglich darauf ausgerichtet, mein Überleben zu sichern. Aber es wird besser werden, ja es wird wieder."
30,2022-02-04 20:38:37 GMT,https://verhunger-t.tumblr.com/post/675290407670775808/4-februar-2022,verhunger-t,,"['gedanken', 'meins', 'bulimie', 'essstörung', 'eatingdisorder', 'depressiv', 'personal']","Essen gekocht, weil man Lust auf Kochen hatte.Gegessen, Unwohlsein, übergeben.Das ist mein Leben. "
31,2022-01-31 18:27:09 GMT,https://stub-by.tumblr.com/post/674919748231970816/essen-gekocht-weil-man-lust-auf-kochen,stub-by,,"['essstörung', 'ich', 'leben läuft', 'tut weh', 'unwohl']",Ich bin ohne scheiß so am Ende. 
32,2022-01-23 21:09:56 GMT,https://www.tumblr.com/blog/view/livingmishap/674205213836640257,livingmishap,,['Essstörung'],Immernoch zu fett.
33,2022-01-23 21:03:40 GMT,https://www.tumblr.com/blog/view/livingmishap/674204819227099136,livingmishap,,['Essstörung'],"Alles in mir schnürt sich grad zu. Ich hab mega Angst. Fast schon leichte Panik. Ich hab grad nen Anruf von meiner Wunschklinik bekommen. Da wo ich hin wollte, aber nicht mehr gedacht hätte dass es klappt. Eigentlich wäre mein Aufnahmetermin in der Klinik für Essstörungen Anfang Mai gewesen. Jetzt können sie mich nächste Woche aufnehmen. Ich sollte mich freuen, dass es doch schneller geklappt hat als ich dachte. Aber es löst momentan nur Angst, Überforderung und Sinnlosigkeit in mir aus. Ich hab überhaupt nicht damit gerechnet, dass es so schnell geht und kann damit grad überhaupt nicht umgehen. Es ist nicht mal mehr eine Woche. 20.01.22@lifee-is-a-melody "
34,2022-01-20 12:22:28 GMT,https://www.tumblr.com/blog/view/lifee-is-a-melody/673900237499301888,lifee-is-a-melody,,"['lifee-is-a-melody', 'klinik', 'essstörung', 'essstörungen sind scheiße', 'angst', 'panik', 'eating disorder', 'klinik für essstörungen', 'sinnlos', 'überfordert', 'weinen', 'borderline persönlichkeitsstörung', 'ich will sterben', 'borderline personality disorder', 'gelähmt', 'veränderung', 'bulimia', 'bulimie', 'bulimic']",Ich kann mich nicht im Spiegel betrachten. Zu groß ist der Hass auf mich selbst. 
35,2022-01-16 20:40:43 GMT,https://worte-mitohne-sinn.tumblr.com/post/673569197208518656/ich-kann-mich-nicht-im-spiegel-betrachten-zu,worte-mitohne-sinn,,"['selbsthass', 'spiegel', 'essstörung', 'lost', 'einsam', 'sterben', 'depressiv', 'ed', 'fat', 'ugly', 'hässlich', 'verloren', 'krank', 'kaputt']",Ob das jemals ein Ende haben wird?
36,2022-01-09 22:19:21 GMT,https://www.tumblr.com/blog/view/xhaisekaneki1411x/672941223698366464,xhaisekaneki1411x,,"['essstörungsgedanken', 'Essstörung', 'nichts mehr essen', 'ich hasse mich', 'ich hasse es', 'ich hasse alles an mir', 'abnehmen', 'pro anoxeria', 'anorexie', 'bulimie', 'mia', 'ana', 'ed', 'hass', 'Depressionen', 'Selbstverletzen']","Irgendwie seitdem ich des Antidepressiva nehme, nehme ich nicht mehr ab.. und ich muss zugeben, ich bin am überlegen es einfach abzusetzen. Nur damit ich wieder abnehme.."
37,2022-01-07 23:21:45 GMT,https://www.tumblr.com/blog/view/xhaisekaneki1411x/672763955683459072,xhaisekaneki1411x,,"['essstörungsgedanken', 'nichts mehr essen', 'Essstörung', 'abnehmen', 'zu laute gedanken', 'zu viel gegessen', 'zugenommen', 'pro anoxeria', 'anorexie', 'ana', 'bulimie', 'mia', 'hass', 'ich hasse mich', 'hate', 'hate my body', 'zu fett', 'fett', 'to fat', 'fat']","Essen... Brauche ich nicht. Ohne Essen geht es mir besser. Ich brauche mehr Kontrolle... Ich habe nur über mein Essverhalten Kontrolle, also esse ich nichts mehr! Ich brauche mehr Kontrolle über mein Leben..."
38,2022-01-04 14:19:49 GMT,https://www.tumblr.com/blog/view/justborderlineandme/672458068789018624,justborderlineandme,,"['Essstörung', 'borderline', 'angst', 'ich will nicht mehr', 'ich vermisse dich', 'weinen', 'heulen', 'ich will sterben', 'ich kann nicht mehr', 'trauer', 'schon okay', 'hungern', 'suizid', 'anorexie', 'bullemie', 'ana', 'sterben', 'kontrolle', 'diät', 'ich hasse mich']","Die innere Leere nach dem Essanfall und dem darauffolgenden Erbrechen fühlt sich richtig erleichternd an. Es ist so, als ob man nicht nur das Essen, sondern auch all seine Gefühle mit in die Kanalisation befördert hätte. Jetzt ist nichts mehr da und mein Körper ist für kurze Zeit wieder nur eine leere Hülle."
39,2022-01-02 20:02:43 GMT,https://www.tumblr.com/blog/view/thetruthbehindmynightmares/672298448286072832,thetruthbehindmynightmares,,"['gedanken', 'nachdenken', 'essen', 'essstörung', 'eating disoder thoughts', 'ana', 'mia', 'anamia', 'bulimie', 'svv', 'depressiv', 'ptbs', 'angst', 'angststörung', 'schmerzen', 'gefühle', 'aufgeben', 'müde', 'müde vom kämpfen', 'innere leere', 'abnehmen']","Wenn man vor Hunger nicht schlafen kann, dann macht man es richtig. Für mich zählt nur noch Abnehmen und das zu jedem Preis. Mehr ist mir gerade nicht wichtig."
